الكلمة الأصلية	الكلمة الأصلية	الجذر	المصدر	النوع		الجمع	المؤنث	المثنى	المؤنث	العلم
الجرز	الجرز	جرز	جرز	اسم						
أجرموا	أجرموا	جرم	أجرم	فعل						
إجرامي	إجرامي	جرم	إجرام	اسم						
تجرمون	تجرمون	جرم	أجرم	فعل						
للمجرمين	للمجرمين	جرم	مجرم	اسم	جمع	مجرمون				
مجرميها	مجرميها	جرم	مجرم	اسم	جمع	مجرمون				
مجرمين	مجرمين	جرم	مجرم	اسم	جمع	مجرمون				
مجرمون	مجرمون	جرم	مجرم	اسم	جمع	مجرمون				
المجرمين	المجرمين	جرم	مجرم	اسم	جمع	مجرمون				
المجرمون	المجرمون	جرم	مجرم	اسم	جمع	مجرمون				
بالمجرمين	بالمجرمين	جرم	مجرم	اسم	جمع	مجرمون				
كالمجرمين	كالمجرمين	جرم	مجرم	اسم	جمع	مجرمون				
يجرمنكم	يجرمنكم	جرم	جرم	فعل						
تجري	تجري	جري	جرى	فعل						
مجريها	مجراها	جري	مجرى	اسم						
الجارية	الجارية	جري	جارية	اسم						
الجوار	الجوار	جري	جوار	اسم						
جزآ	جزآ	جزء	جزء	اسم						
أجزعنا	أجزعنا	جزع	أجزع	فعل						
جزاء	جزاء	جزي	جزاء	اسم						
تجزون	تجزون	جزي	جزى	فعل						
لتجزى	لتجزى	جزي	جزى	فعل						
ولتجزى	ولتجزى	جزي	جزى	فعل						
تجزي	تجزي	جزي	جزى	فعل						
جاز	جاز	جزي	جازي	اسم						
جزاؤهم	جزاؤهم	جزي	جزاء	اسم						
جزاؤكم	جزاؤكم	جزي	جزاء	اسم						
جزؤه	جزؤه	جزي	جزاء	اسم						
فجزاء	فجزاء	جزي	جزاء	اسم						
فجزاؤه	فجزاؤه	جزي	جزاء	اسم						
وجزهم	وجزهم	جزي	جزى	فعل						
الجزية	الجزية	جزي	جزية	اسم						
جزينهم	جزينهم	جزي	جزى	فعل						
سنجزي	سنجزي	جزي	جزى	فعل						
ولنجزين	ولنجزين	جزي	جزى	فعل						
ولنجزينهم	ولنجزينهم	جزي	جزى	فعل						
نجزيه	نجزيه	جزي	جزى	فعل						
وسنجزي	وسنجزي	جزي	جزى	فعل						
يجز	يجز	جزي	جزى	فعل						
سيجزون	سيجزون	جزي	جزى	فعل						
يجزى	يجزى	جزي	جزى	فعل						
ليجزي	ليجزي	جزي	جزى	فعل						
ليجزيهم	ليجزيهم	جزي	جزى	فعل						
ليجزيك	ليجزيك	جزي	جزى	فعل						
سيجزيهم	سيجزيهم	جزي	جزى	فعل						
ويجزي	ويجزي	جزي	جزى	فعل						
ويجزيهم	ويجزيهم	جزي	جزى	فعل						
وسيجزي	وسيجزي	جزي	جزى	فعل						
أجسامهم	أجسامهم	جسم	جسم	اسم	جمع	أجسام				
اجعل	اجعل	جعل	جعل	فعل						
اجعلني	اجعلني	جعل	جعل	فعل						
فاجعل	فاجعل	جعل	جعل	فعل						
واجعل	واجعل	جعل	جعل	فعل						
واجعله	واجعله	جعل	جعل	فعل						
واجعلنا	واجعلنا	جعل	جعل	فعل						
واجعلني	واجعلني	جعل	جعل	فعل						
اجعلوا	اجعلوا	جعل	جعل	فعل						
لأجعلنك	لأجعلنك	جعل	جعل	فعل						
أتجعل	أتجعل	جعل	جعل	فعل						
تجعل	تجعل	جعل	جعل	فعل						
تجعلني	تجعلني	جعل	جعل	فعل						
تجعلوا	تجعلوا	جعل	جعل	فعل						
تجعلونه	تجعلونه	جعل	جعل	فعل						
وتجعلون	وتجعلون	جعل	جعل	فعل						
